family_id,observed_normalized_wording,observed_display_wording,canonical_physical_product,construction_shape,treatment,status,alias_target_family_id,semantic_decision,matched_product_wording,all_item_count,post_change_item_count,post_change_mg01_distribution,post_change_mg01_mg02_distribution,post_change_mg01_mg02_mg03_distribution,reviewer,review_date,dictionary_version,singleton_exception
PT-709D35E8CC,disney die cut mdf clock with pendulum nightmare bc jack and sally you re such a scream w zero 8x14,"Disney die-cut MDF clock with pendulum Nightmare BC Jack and Sally you're such a scream w Zero 8x14""",Wall Clock,MDF,Shaped,alias,PT-709D35E8CC,Reviewed physical-product rule matched the full description,die cut mdf clock,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-709D35E8CC,disney die cut mdf clock with pendulum nightmare bc scary teddy with jack head 8x14,"Disney die-cut MDF clock with pendulum Nightmare BC Scary Teddy with Jack head 8x14""",Wall Clock,MDF,Shaped,alias,PT-709D35E8CC,Reviewed physical-product rule matched the full description,die cut mdf clock,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-709D35E8CC,disney die cut mdf clock with pendulum stitch blogger art this is a good day to have a good day 8x14,Disney die-cut MDF clock with pendulum Stitch blogger art This is a good day to have a good day 8x14,Wall Clock,MDF,Shaped,alias,PT-709D35E8CC,Reviewed physical-product rule matched the full description,die cut mdf clock,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-709D35E8CC,disney die cut mdf clock with pendulum stitch with ukulele and stitch surfing 8x14,"Disney die-cut MDF clock with pendulum Stitch with ukulele and Stitch surfing 8x14""",Wall Clock,MDF,Shaped,alias,PT-709D35E8CC,Reviewed physical-product rule matched the full description,die cut mdf clock,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-6BF217E039,disney die cut mdf desktop phone stand mickey thumbs up blogger art 7 high,"Disney die-cut MDF desktop phone stand Mickey thumbs up blogger art 7"" high",Phone Stand,Desktop,Shaped,alias,PT-6BF217E039,Reviewed physical-product rule matched the full description,desktop phone stand,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-6BF217E039,disney die cut mdf desktop phone stand stitch blogger art pose on mauve 7 high,"Disney die-cut MDF desktop phone stand Stitch blogger art pose on mauve 7"" high",Phone Stand,Desktop,Shaped,alias,PT-6BF217E039,Reviewed physical-product rule matched the full description,desktop phone stand,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-6BF217E039,disney die cut mdf desktop phone stand stitch surfing wave 7 high,"Disney die-cut MDF desktop phone stand Stitch surfing wave 7"" high",Phone Stand,Desktop,Shaped,alias,PT-6BF217E039,Reviewed physical-product rule matched the full description,desktop phone stand,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-6BF217E039,disney die cut mdf desktop phone stand winnie the pooh in flowers being pooh 7 high,"Disney die-cut MDF desktop phone stand Winnie the Pooh in flowers being Pooh 7"" high",Phone Stand,Desktop,Shaped,alias,PT-6BF217E039,Reviewed physical-product rule matched the full description,desktop phone stand,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf infant cast frame mickey ears 11x9 5,"Disney die-cut MDF infant cast frame Mickey ears 11x9.5""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf infant cast frame minnie ears with bow attachment 11x9 5,"Disney die-cut MDF infant cast frame Minnie ears with bow attachment 11x9.5""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf infant cast frame princess ariel seashell 9x10,"Disney die-cut MDF infant cast frame Princess Ariel seashell 9x10""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-69AFBA6129,disney die cut mdf infant cast frame princess belle book with rose 8 75x10 7,"Disney die-cut MDF infant cast frame Princess Belle book with rose 8.75x10.7""",Book,Printed Book,Shaped,alias,PT-69AFBA6129,Reviewed physical-product rule matched the full description,book,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf infant cast frame princess cinderella slipper 9x14,"Disney die-cut MDF infant cast frame Princess Cinderella slipper 9x14""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf infant cast frame princess snow white apple 9 6x11,"Disney die-cut MDF infant cast frame Princess Snow White apple 9.6x11""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf infant cast frame princess tiana frog 8 6x10 5,"Disney die-cut MDF infant cast frame Princess Tiana frog 8.6x10.5""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-46BAC4ED80,disney die cut mdf shadowbox winnie the pooh happy holidays 9x24 5 frame width 1 depth,"Disney die-cut MDF shadowbox Winnie the Pooh Happy Holidays 9x24"" .5"" frame width 1"" depth",Framed Shadowbox,MDF,Shaped,alias,PT-46BAC4ED80,Reviewed physical-product rule matched the full description,mdf shadowbox,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-5535B8EA58,disney die cut mdf shelf mickey head w five shelves in black 21x24,"Disney die-cut MDF shelf Mickey head w five shelves in black 21x24""",Wall Shelf,MDF,Shaped,alias,PT-5535B8EA58,Reviewed physical-product rule matched the full description,die cut mdf shelf,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf sign cars in universe sign cozy cone motel 10 7x12,"Disney die-cut MDF sign Cars in-universe sign Cozy Cone Motel 10.7x12""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf sign cars in universe sign flo s cafe 5 5x12 3,"Disney die-cut MDF sign Cars in-universe sign Flo's Café 5.5x12.3""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf sign minnie mouse looking back with roses make your own 10x16,"Disney Die-cut MDF Sign Minnie Mouse looking back with roses 'Make your Own' 10x16""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf sign nightmare bc jack and sally w moon 9x11,"Disney die-cut MDF sign Nightmare BC Jack and Sally w moon 9x11""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf sign stitch and angel tropical with foliage 12x6,"Disney die-cut MDF sign Stitch and Angel Tropical with foliage 12x6""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf sign stitch sitting 10x16,"Disney Die-cut MDF Sign Stitch sitting 10x16""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf sign stitch surfing surf s up kauai 8x11,"Disney die-cut MDF sign Stitch surfing Surf's Up Kauai 8x11""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf sign stitch watercolor art sitting with oval and name 11x12,"Disney die-cut MDF sign Stitch watercolor art sitting with oval and name 11x12""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf sign stitch watercolor art with aloha 8x11,"Disney die-cut MDF sign Stitch watercolor art with Aloha 8x11""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney die cut mdf sign winnie the pooh hundred aker wood 20x5 25,"Disney die-cut MDF sign Winnie the Pooh Hundred Aker Wood 20x5.25""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-9807582C91,disney die cut multi photo frame up house with balloons 20x24 x12mm depth,"Disney die-cut multi-photo frame UP house with balloons 20x24"" x12mm depth",Photo Frame,Collage,Shaped,alias,PT-9807582C91,Reviewed physical-product rule matched the full description,multi photo frame,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-98E53DD1C1,disney die cut tin sign nightmare bc jack master of fright 7 8x9 3,"Disney die cut tin sign Nightmare BC Jack master of fright 7.8x9.3""",Wall Sign,Metal,Shaped,alias,PT-98E53DD1C1,Reviewed physical-product rule matched the full description,tin sign,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-C14484921C,disney die cut tpe floor door mat mickey mouse logo grey bckgrnd 24x26,"Disney diecut TPE floor/door mat Mickey Mouse logo grey bckgrnd 24x26""",Door Mat,Floor,Shaped,alias,PT-C14484921C,Reviewed physical-product rule matched the full description,door mat,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-AA6713379C,disney diy canvas lilo stitch aloha stitch 11x14,"Disney DIY Canvas Lilo & Stitch Aloha Stitch 11x14""",Paint-Your-Own Canvas Set,Canvas Set,DIY,alias,PT-AA6713379C,Reviewed physical-product rule matched the full description,diy canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-AA6713379C,disney diy canvas princess its a good day to be happy 11x14,"Disney DIY Canvas Princess its a good day to be happy 11x14""",Paint-Your-Own Canvas Set,Canvas Set,DIY,alias,PT-AA6713379C,Reviewed physical-product rule matched the full description,diy canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-AA6713379C,disney diy canvas w 12 paint pots and 1 brush lilo stitch stitch playing on beach 11x14,"Disney DIY Canvas w 12 paint pots and 1 brush Lilo & Stitch Stitch playing on beach 11x14""",Paint-Your-Own Canvas Set,Canvas Set,DIY,alias,PT-AA6713379C,Reviewed physical-product rule matched the full description,diy canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-AA6713379C,disney diy canvas w 12 paint pots and 1 brush princess choose happy 11x14,"Disney DIY Canvas w 12 paint pots and 1 brush Princess Choose Happy 11x14""",Paint-Your-Own Canvas Set,Canvas Set,DIY,alias,PT-AA6713379C,Reviewed physical-product rule matched the full description,diy canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-AA6713379C,disney diy canvas w 12 paint pots and 3 brushes princess moana with name art 12x12,"Disney DIY canvas w 12 paint pots and 3 brushes Princess Moana with name art 12x12""",Paint-Your-Own Canvas Set,Canvas Set,DIY,alias,PT-AA6713379C,Reviewed physical-product rule matched the full description,diy canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-AA6713379C,disney diy canvas w 12 paint pots and 3 brushes stitch and angel playing together 12x12,"Disney DIY canvas w 12 paint pots and 3 brushes Stitch and Angel playing together 12x12""",Paint-Your-Own Canvas Set,Canvas Set,DIY,alias,PT-AA6713379C,Reviewed physical-product rule matched the full description,diy canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-AA6713379C,disney diy canvas w 4 paint pots and brush mickey mouse with word mickey 8x10,"Disney DIY canvas w 4 paint pots and brush Mickey Mouse with word Mickey 8x10""",Paint-Your-Own Canvas Set,Canvas Set,DIY,alias,PT-AA6713379C,Reviewed physical-product rule matched the full description,diy canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-147F8688E3,disney diy embroidery kit with hoop needles and 7 thread colors pooh florals 8x8,"Disney DIY embroidery kit with hoop, needles and 7 thread colors Pooh florals 8x8""",Embroidery Kit,DIY,DIY,alias,PT-147F8688E3,Reviewed physical-product rule matched the full description,diy embroidery kit,3,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney dome block tabletop decor aristocats marie i woke up like this 3x3 x1 5,"Disney dome block tabletop décor Aristocats Marie I woke up like this 3x3"" x1.5""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney dome block tabletop decor aristocats marie i woke up like this 4x4 x1 5,"Disney dome block tabletop décor Aristocats Marie I woke up like this 4x4"" x1.5""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney dome block tabletop decor aristocats marie with scalloped borders 3x3 x1 5,"Disney dome block tabletop décor Aristocats Marie with scalloped borders 3x3"" x1.5""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney dome block tabletop decor aristocats marie with scalloped borders 4x4 x1 5,"Disney dome block tabletop décor Aristocats Marie with scalloped borders 4x4"" x1.5""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney domed block tabletop decor stitch sitting on elbows sketched art 4x4 x1 5,"Disney domed block tabletop décor Stitch sitting on elbows sketched art 4x4"" x1.5""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney domed block tabletop decor winnie the pooh and piglet definition of love 4x4 x1 5,"Disney domed block tabletop décor Winnie the Pooh and Piglet definition of love 4x4"" x1.5""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-CD3C98E7F1,disney dry erase board with marker and 2 magnets mickey juvenile mickey mouse 9x12,Disney Dry-erase board with marker and 2 magnets Mickey juvenile MICKEY MOUSE 9x12,Memo Board,Dry-Erase,,alias,PT-CD3C98E7F1,Reviewed physical-product rule matched the full description,dry erase board,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-CD3C98E7F1,disney dry erase memo board with marker and 2 magnets stitch with stars 16x20,Disney Dry Erase memo board with marker and 2 magnets Stitch with stars 16x20,Memo Board,Dry-Erase,,alias,PT-CD3C98E7F1,Reviewed physical-product rule matched the full description,dry erase memo board,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-6AA8BDABD1,disney dual color deep shadowbox lilo and stitch on tricycle graphic 11x14 75 frame width 1 2 de,"Disney dual-color deep shadowbox Lilo and Stitch on tricycle graphic 11x14"" .75"" frame width 1.2"" de",Framed Shadowbox,Shadowbox,,alias,PT-6AA8BDABD1,Reviewed physical-product rule matched the full description,shadowbox,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-6AA8BDABD1,disney dual color deep shadowbox mickey the true original 11x14 75 frame width 1 2 depth,"Disney dual-color deep shadowbox Mickey The True Original 11x14"" .75"" frame width 1.2"" depth",Framed Shadowbox,Shadowbox,,alias,PT-6AA8BDABD1,Reviewed physical-product rule matched the full description,shadowbox,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-6AA8BDABD1,disney dual color deep shadowbox minnie line art w watercolor 11x14 75 frame width 1 2 depth,"Disney dual-color deep shadowbox Minnie line art w watercolor 11x14"" .75"" frame width 1.2"" depth",Framed Shadowbox,Shadowbox,,alias,PT-6AA8BDABD1,Reviewed physical-product rule matched the full description,shadowbox,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-6AA8BDABD1,disney dual color deep shadowbox nightmare bc jack with zero 11x14 75 frame width 1 2 depth,"Disney dual-color deep shadowbox Nightmare BC Jack with Zero 11x14"" .75"" frame width 1.2"" depth",Framed Shadowbox,Shadowbox,,alias,PT-6AA8BDABD1,Reviewed physical-product rule matched the full description,shadowbox,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-82CA6245E0,disney dumbo printed glass w golden frame dumbo circus wheel 7 8 x 7 8,Disney Dumbo Printed Glass w Golden Frame Dumbo Circus Wheel 7.8” x 7.8”,Framed Glass Art,Printed Glass,Printed,alias,PT-82CA6245E0,Reviewed physical-product rule matched the full description,printed glass,1,1,B: 1,B|R1: 1,B|R1|01: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-96C3D8BD9B,disney fall holiday 3 pc greyboard faux book storage set bbp82dyhp02 with hocus pocus text 8 5x12,"Disney Fall Holiday 3-pc greyboard faux book storage set (BBP82DYHP02 with HOCUS POCUS text) 8.5x12""",Hard Storage Box,Faux Book,,alias,PT-96C3D8BD9B,Reviewed physical-product rule matched the full description,faux book storage,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-96C3D8BD9B,disney fall holiday 3 pc greyboard faux book storage set nightmare before christmas 8 5x12 x3 25,"Disney Fall Holiday 3-pc greyboard faux book storage set Nightmare Before Christmas 8.5x12"" x3.25""",Hard Storage Box,Faux Book,,alias,PT-96C3D8BD9B,Reviewed physical-product rule matched the full description,faux book storage,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-20EC471FA4,disney fall holiday block mdf perpetual calendar hocus pocus group countdown to halloween 7x8 75,"Disney Fall Holiday block MDF perpetual calendar Hocus Pocus group Countdown to Halloween 7x8.75""",Tabletop Block,MDF,,alias,PT-20EC471FA4,Reviewed physical-product rule matched the full description,block mdf,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-20EC471FA4,disney fall holiday block mdf perpetual calendar nightmare bc jack and zero countdown to halloween 7,Disney Fall Holiday block MDF perpetual calendar Nightmare BC Jack and Zero Countdown to Halloween 7,Tabletop Block,MDF,,alias,PT-20EC471FA4,Reviewed physical-product rule matched the full description,block mdf,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney fall holiday block w print stitch food coma no regrets only candy 6x6,"Disney Fall Holiday block w print Stitch food coma No regrets only candy 6x6""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-5EFAA376DE,disney fall holiday ceramic block princess cinderella with punpkin halloween 4 5x4 5,"Disney Fall Holiday Ceramic block Princess Cinderella with punpkin Halloween 4.5x4.5""",Tabletop Block,Ceramic,,alias,PT-5EFAA376DE,Reviewed physical-product rule matched the full description,holiday ceramic block,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-8BF3BFDC0B,disney fall holiday coir mat winnie the pooh trick or treat pooh in costume 16x32 x 59,"Disney Fall Holiday coir mat Winnie the Pooh Trick or Treat Pooh in costume 16x32"" x.59""",Door Mat,Coir,Plain or Printed,alias,PT-8BF3BFDC0B,Reviewed physical-product rule matched the full description,coir mat,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-1DAB9F1DFF,disney fall holiday die cut mdf block hocus pocus three sisters group 7x6 8,"Disney Fall Holiday die-cut MDF block Hocus Pocus three sisters group 7x6.8""",Tabletop Block,MDF,Shaped,alias,PT-1DAB9F1DFF,Reviewed physical-product rule matched the full description,die cut mdf block,2,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-1DAB9F1DFF,disney fall holiday die cut mdf block nbx jack and sally holding hands heart 7x7,"Disney Fall Holiday die-cut MDF block NBX Jack and Sally holding hands heart 7x7""",Tabletop Block,MDF,Shaped,alias,PT-1DAB9F1DFF,Reviewed physical-product rule matched the full description,die cut mdf block,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-1DAB9F1DFF,disney fall holiday die cut mdf block nbx jack and sally holding jack o lanterns 6x8,"Disney Fall Holiday die-cut MDF block NBX Jack and Sally holding jack-o-lanterns 6x8""",Tabletop Block,MDF,Shaped,alias,PT-1DAB9F1DFF,Reviewed physical-product rule matched the full description,die cut mdf block,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-1DAB9F1DFF,disney fall holiday die cut mdf block stitch in vampire costume 6x8,"Disney Fall Holiday die-cut MDF block Stitch in vampire costume 6x8""",Tabletop Block,MDF,Shaped,alias,PT-1DAB9F1DFF,Reviewed physical-product rule matched the full description,die cut mdf block,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-1DAB9F1DFF,disney fall holiday die cut mdf block winnie the pooh and piglet w pumpkin 6x7,"Disney Fall Holiday die-cut MDF block Winnie the Pooh and Piglet w pumpkin 6x7""",Tabletop Block,MDF,Shaped,alias,PT-1DAB9F1DFF,Reviewed physical-product rule matched the full description,die cut mdf block,2,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-77FBB89CB0,disney fall holiday die cut mdf door sign nightmare bc trick or scream its halloween 13x18,"Disney Fall Holiday die-cut MDF door sign Nightmare BC Trick or Scream its Halloween 13x18""",Wall Sign,MDF,Shaped,alias,PT-77FBB89CB0,Reviewed physical-product rule matched the full description,mdf door sign,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney fall holiday die cut mdf sign nightmare bc jack skellington 19x48,"Disney Fall Holiday die-cut MDF sign Nightmare BC Jack Skellington 19x48""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney fall holiday die cut mdf silhouette art nightmare bc jack and sally dancing 41x50,"Disney Fall Holiday die-cut MDF silhouette art Nightmare BC Jack and Sally dancing 41x50""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-CD3C98E7F1,disney fall holiday dry erase board with marker only,Disney Fall Holiday dry-erase board with marker only,Memo Board,Dry-Erase,,alias,PT-CD3C98E7F1,Reviewed physical-product rule matched the full description,dry erase board,3,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-E08192D7C9,disney fall holiday dry erase easel with marker mickey halloween un boo lievable 5x8,"Disney Fall Holiday Dry erase easel with marker Mickey Halloween ""Un-BOO-lievable!"" 5x8""",Tabletop Easel,Dry-Erase,,alias,PT-E08192D7C9,Reviewed physical-product rule matched the full description,dry erase easel,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney fall holiday floating frame embossed paper print nbx group happy halloween 16x16 25 frame,"Disney Fall Holiday floating frame embossed paper print NBX group Happy Halloween 16x16"" .25"" frame",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney fall holiday floating frame embossed paper print nbx jack everyday halloween 16x16 25 fram,"Disney Fall Holiday floating frame embossed paper print NBX Jack Everyday Halloween 16x16"" .25"" fram",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,disney fall holiday floating frame embossed paper print pooh piglet hpy halloween 16x16 25 frame,"Disney Fall Holiday floating frame embossed paper print Pooh Piglet Hpy Halloween 16x16"" .25"" frame",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-7EFA39BDF3,disney fall holiday framed deckled print under glass hocus pocus binx rip 15x18 0 6 frame width 1,"Disney Fall Holiday framed deckled print under glass Hocus Pocus Binx RIP 15x18"" 0.6"" frame width 1""",Framed Print,Paper,Printed,alias,PT-7EFA39BDF3,Reviewed physical-product rule matched the full description,framed deckled print,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-7EFA39BDF3,disney fall holiday framed deckled print under glass hocus pocus group 15x18 0 6 frame width 1 de,"Disney Fall Holiday framed deckled print under glass Hocus Pocus group 15x18"" 0.6"" frame width 1"" de",Framed Print,Paper,Printed,alias,PT-7EFA39BDF3,Reviewed physical-product rule matched the full description,framed deckled print,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-7EFA39BDF3,disney fall holiday framed deckled print under glass hocus pocus i put a spell on you 15x18 0 6 fr,"Disney Fall Holiday framed deckled print under glass Hocus Pocus I put a spell on you 15x18"" 0.6"" fr",Framed Print,Paper,Printed,alias,PT-7EFA39BDF3,Reviewed physical-product rule matched the full description,framed deckled print,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-7EFA39BDF3,disney fall holiday framed deckled print under glass nightmare bc pumpkin king on fire 15x18 0 6 f,"Disney Fall Holiday framed deckled print under glass Nightmare BC Pumpkin King on fire 15x18"" 0.6"" f",Framed Print,Paper,Printed,alias,PT-7EFA39BDF3,Reviewed physical-product rule matched the full description,framed deckled print,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-7EFA39BDF3,disney fall holiday framed deckled print under glass nightmare bc ur a scream 15x18 0 6 frame widt,"Disney Fall Holiday framed deckled print under glass Nightmare BC ur a scream 15x18"" 0.6"" frame widt",Framed Print,Paper,Printed,alias,PT-7EFA39BDF3,Reviewed physical-product rule matched the full description,framed deckled print,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-7EFA39BDF3,disney fall holiday framed print in linen brdr frm nbx jack halloween scream 9x12 0 5 frame depth,"Disney Fall Holiday framed prnt in linen brdr frm NBX Jack Halloween Scream 9x12"" 0.5"" frame depth",Framed Print,Paper,Printed,alias,PT-7EFA39BDF3,Reviewed physical-product rule matched the full description,framed print,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-7EFA39BDF3,disney fall holiday framed print in linen brdr frm nbx jack sally happy halwn 9x12 0 5 frame depth,"Disney Fall Holiday framed prnt in linen brdr frm NBX Jack Sally Happy Halwn 9x12"" 0.5"" frame depth",Framed Print,Paper,Printed,alias,PT-7EFA39BDF3,Reviewed physical-product rule matched the full description,framed print,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-7EFA39BDF3,disney fall holiday framed print in linen brdr frm stitch in costume trick or trick 9x12 0 5 frm dp,"Disney Fall Holiday frmd prnt in linen brdr frm Stitch in costume Trick or Trick 9x12"" 0.5"" frm dp",Framed Print,Paper,Printed,alias,PT-7EFA39BDF3,Reviewed physical-product rule matched the full description,framed print,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-5EFAA376DE,disney fall holiday freeform ceramic block nightmare bc jack and sally holding jack o lanterns 3 4x6,Disney Fall Holiday freeform ceramic block Nightmare BC Jack and Sally holding jack-o-lanterns 3.4x6,Tabletop Block,Ceramic,,alias,PT-5EFAA376DE,Reviewed physical-product rule matched the full description,ceramic block,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-96C3D8BD9B,disney fall holiday greyboard faux book storage nightmare bc jack all hail the halloween king 7x10,"Disney Fall Holiday greyboard faux book storage Nightmare BC Jack All Hail the Halloween King 7x10""",Hard Storage Box,Faux Book,,alias,PT-96C3D8BD9B,Reviewed physical-product rule matched the full description,faux book storage,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-96C3D8BD9B,disney fall holiday greyboard faux book storage nightmare bc jack all hail the halloween king 8 5x12,Disney Fall Holiday greyboard faux book storage Nightmare BC Jack All Hail the Halloween King 8.5x12,Hard Storage Box,Faux Book,,alias,PT-96C3D8BD9B,Reviewed physical-product rule matched the full description,faux book storage,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-96C3D8BD9B,disney fall holiday greyboard faux book storage nightmare bc jack boo eeeek 8 5x12 x3 25,"Disney Fall Holiday greyboard faux book storage Nightmare BC Jack Boo EEEEK 8.5x12"" x3.25""",Hard Storage Box,Faux Book,,alias,PT-96C3D8BD9B,Reviewed physical-product rule matched the full description,faux book storage,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
