styleGuide,characterName,sourceCharacterId,status,rules,identityName,propertyCode,propertyVia,reason
Blue Beetle (2023),Blue Beetle aka Jaime Reyes as portrayed by Xolo Mariduena,1d869058-e8b8-43a5-812e-383e222e8b45,AUTO_RESOLVED,STRIP_PORTRAYAL+SPLIT_AKA+ALIAS_UNIQUE_MERGED,Blue Beetle,,NEVER_DESIGNED,
Blue Beetle (2023),Blue Beetle Logo,393c7e61-cb27-4e92-bfdd-0ccc6e17be90,NON_CHARACTER_EXCLUDED,LOGO_LABEL,,,,"Guide name, logo, or ""general"" royalty label"
Blue Beetle (2023),Carapax as portrayed by Jose Raoul Trujillo pka Raoul Max Trujillo,fe171438-d9f5-439b-951d-a92e782a9a29,AUTO_RESOLVED,STRIP_PORTRAYAL+PRIMARY_ONLY,Carapax,,NEVER_DESIGNED,
Blue Beetle (2023),Jenny Kord as portrayed by Bruna Reis Maia pka Bruna Marquezine,6eb64e7b-d6bb-460a-88b7-c0d8cf6cd80b,AUTO_RESOLVED,STRIP_PORTRAYAL+PRIMARY_ONLY,Jenny Kord,,NEVER_DESIGNED,
Blue Beetle (2023),Milagro Reyes as portrayed by Belissa Escobedo,c2879d61-d99c-4f97-9b6a-d82c52c154fa,AUTO_RESOLVED,STRIP_PORTRAYAL+PRIMARY_ONLY,Milagro Reyes,,NEVER_DESIGNED,
Blue Beetle (2023),Nana as portrayed by Adriana Barraza Gonzalez pka Adriana Barraza,bd17dea0-b242-4d58-8e6e-af84615353d7,AUTO_RESOLVED,STRIP_PORTRAYAL+PRIMARY_ONLY,Nana,,NEVER_DESIGNED,
Blue Beetle (2023),No Reportable Elements,2f755e59-3957-4655-abb0-d8bd37f05bb7,SENTINEL_EXCLUDED,SENTINEL,,,,Royalty reporting sentinel (model doc §2.3)
Blue Beetle (2023),Rocio Reyes as portrayed by Elpidia Carrillo,800a3cd2-937a-4a48-9e0a-3f3c060750b7,AUTO_RESOLVED,STRIP_PORTRAYAL+PRIMARY_ONLY,Rocio Reyes,,NEVER_DESIGNED,
Blue Beetle (2023),Rudy aka Raul Reyes as portrayed by George Lopez,cd97a6ab-353f-4797-9ee1-4931055c9b3d,AUTO_RESOLVED,STRIP_PORTRAYAL+SPLIT_AKA+ALIAS_UNIQUE_MERGED,Rudy,,NEVER_DESIGNED,
Blue Beetle (2023),Victoria Kord as portrayed by Susan Sarandon,ccf15db1-b64d-4655-8f65-1ed777020bdd,AUTO_RESOLVED,STRIP_PORTRAYAL+PRIMARY_ONLY,Victoria Kord,,NEVER_DESIGNED,
Camp Rock,Camp Rock,518032241,NON_CHARACTER_EXCLUDED,SELF_NAMED_GUIDE,,,,"Guide name, logo, or ""general"" royalty label"
Camp Rock,Camp Rock - A Doyle (Lola),518032301,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - A Doyle (Lola),,NEVER_DESIGNED,
Camp Rock,Camp Rock - A M Perez (Ella),518032245,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - A M Perez (Ella),,NEVER_DESIGNED,
Camp Rock,Camp Rock - A Stoner (Caitlyn),518032246,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - A Stoner (Caitlyn),,NEVER_DESIGNED,
Camp Rock,Camp Rock - D Fathers (Brown),518032302,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - D Fathers (Brown),,NEVER_DESIGNED,
Camp Rock,Camp Rock - D Lovato (Mitchie),518032297,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - D Lovato (Mitchie),,NEVER_DESIGNED,
Camp Rock,Camp Rock - J Francis (Barron),518032304,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - J Francis (Barron),,NEVER_DESIGNED,
Camp Rock,Camp Rock - J Jonas (Shane),518032242,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - J Jonas (Shane),,NEVER_DESIGNED,
Camp Rock,Camp Rock - J Ricci (TJ),518032303,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - J Ricci (TJ),,NEVER_DESIGNED,
Camp Rock,Camp Rock - J Richards (Peggy),518032300,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - J Richards (Peggy),,NEVER_DESIGNED,
Camp Rock,"Camp Rock - Jason, Nate & Shane",518032248,NEEDS_HUMAN,MULTI_CHARACTER_LABEL+COMBINATION_UNCOVERED,,,,"Combination row naming characters that appear nowhere else under this licensor: jason, nate, shane"
Camp Rock,"Camp Rock - Jason, Nate, Shane & Mitchie",518032306,NEEDS_HUMAN,MULTI_CHARACTER_LABEL+COMBINATION_UNCOVERED,,,,"Combination row naming characters that appear nowhere else under this licensor: jason, nate, shane, mitchie"
Camp Rock,Camp Rock - K Jonas (Jason),518032244,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - K Jonas (Jason),,NEVER_DESIGNED,
Camp Rock,Camp Rock - Lola Catly Ela Bwn Miche Pegy Shane Nat Conie Tes Json Gio JBwn,518032454,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - Lola Catly Ela Bwn Miche Pegy Shane Nat Conie Tes Json Gio JBwn,,NEVER_DESIGNED,
Camp Rock,Camp Rock - M Canals (Connie),518032299,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - M Canals (Connie),,NEVER_DESIGNED,
Camp Rock,Camp Rock - M Martin (Tess),518032247,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - M Martin (Tess),,NEVER_DESIGNED,
Camp Rock,Camp Rock - N Jonas (Nate),518032243,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - N Jonas (Nate),,NEVER_DESIGNED,
Camp Rock,Camp Rock - R Fegan (Sander),518032298,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - R Fegan (Sander),,NEVER_DESIGNED,
Camp Rock,Camp Rock - S Francis (Lola Dancer),518032305,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock - S Francis (Lola Dancer),,NEVER_DESIGNED,
Camp Rock,Camp Rock - Shane & Mitchie,518032307,NEEDS_HUMAN,MULTI_CHARACTER_LABEL+COMBINATION_UNCOVERED,,,,"Combination row naming characters that appear nowhere else under this licensor: shane, mitchie"
Camp Rock 2,Camp Rock 2 - A M Perez (Ella),518032703,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 - A M Perez (Ella),,NEVER_DESIGNED,
Camp Rock 2,Camp Rock 2 - A Stoner (Caitlyn),518032704,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 - A Stoner (Caitlyn),,NEVER_DESIGNED,
Camp Rock 2,Camp Rock 2 - C Bridges (Dana),518032694,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 - C Bridges (Dana),,NEVER_DESIGNED,
Camp Rock 2,Camp Rock 2 - D Lovato (Mitchie),518032701,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 - D Lovato (Mitchie),,NEVER_DESIGNED,
Camp Rock 2,Camp Rock 2 - F Jonas,518032700,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 - F Jonas,,NEVER_DESIGNED,
Camp Rock 2,"Camp Rock 2 - General (No Name, Likeness or Voice Royalty)",518032502,NON_CHARACTER_EXCLUDED,GENERAL_ROYALTY_LABEL,,,,"Guide name, logo, or ""general"" royalty label"
Camp Rock 2,Camp Rock 2 - J Jonas (Shane),518032698,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 - J Jonas (Shane),,NEVER_DESIGNED,
Camp Rock 2,"Camp Rock 2 - Jason, Nate & Shane",518032705,NEEDS_HUMAN,MULTI_CHARACTER_LABEL+COMBINATION_UNCOVERED,,,,"Combination row naming characters that appear nowhere else under this licensor: jason, nate, shane"
Camp Rock 2,"Camp Rock 2 - Jason, Nate, Shane & Mitchie",518032706,NEEDS_HUMAN,MULTI_CHARACTER_LABEL+COMBINATION_UNCOVERED,,,,"Combination row naming characters that appear nowhere else under this licensor: jason, nate, shane, mitchie"
Camp Rock 2,Camp Rock 2 - K Jonas (Jason),518032697,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 - K Jonas (Jason),,NEVER_DESIGNED,
Camp Rock 2,Camp Rock 2 - M Canals (Connie),518032693,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 - M Canals (Connie),,NEVER_DESIGNED,
Camp Rock 2,Camp Rock 2 - M Finley (Luke),518032696,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 - M Finley (Luke),,NEVER_DESIGNED,
Camp Rock 2,Camp Rock 2 - M Martin (Tess),518032702,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 - M Martin (Tess),,NEVER_DESIGNED,
Camp Rock 2,Camp Rock 2 - N Jonas (Nate),518032699,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 - N Jonas (Nate),,NEVER_DESIGNED,
Camp Rock 2,Camp Rock 2 - R Fegan (Sander),518032695,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 - R Fegan (Sander),,NEVER_DESIGNED,
Camp Rock 2,Camp Rock 2 - Shane & Mitchie,518032708,NEEDS_HUMAN,MULTI_CHARACTER_LABEL+COMBINATION_UNCOVERED,,,,"Combination row naming characters that appear nowhere else under this licensor: shane, mitchie"
Camp Rock 2,Camp Rock 2 – Con Dana Sand Luke Jas Shan Nate FJon Mitc Tess Ella Cait,518032707,AUTO_RESOLVED,PRIMARY_ONLY,Camp Rock 2 – Con Dana Sand Luke Jas Shan Nate FJon Mitc Tess Ella Cait,,NEVER_DESIGNED,
Captain Marvel Movie - No Likeness,Att-Lass ( Captain Marvel Movie ),1159152582,AUTO_RESOLVED,PRIMARY_ONLY,Att-Lass ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Bron-Char ( Captain Marvel Movie ),1159152583,AUTO_RESOLVED,PRIMARY_ONLY,Bron-Char ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Captain Marvel ( Captain Marvel Movie ),518035507,AUTO_RESOLVED,PRIMARY_ONLY,Captain Marvel ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Captain Marvel Movie - No Likeness,518035505,NON_CHARACTER_EXCLUDED,SELF_NAMED_GUIDE,,,,"Guide name, logo, or ""general"" royalty label"
Captain Marvel Movie - No Likeness,Captain Marvel Movie (General) ( Captain Marvel Movie ),518035506,NON_CHARACTER_EXCLUDED,GENERAL_ROYALTY_LABEL,,,,"Guide name, logo, or ""general"" royalty label"
Captain Marvel Movie - No Likeness,Captain Marvel Movie Logo ( Captain Marvel Movie ),1159152574,AUTO_RESOLVED,PRIMARY_ONLY,Captain Marvel Movie Logo ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,"Coulson, Phil ( Captain Marvel Movie )",1159152575,AUTO_RESOLVED,PRIMARY_ONLY,"Coulson, Phil ( Captain Marvel Movie )",CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,General Family Char (Marvel Universe) ( Captain Marvel Movie ),1159087720,NON_CHARACTER_EXCLUDED,GENERAL_ROYALTY_LABEL,,,,"Guide name, logo, or ""general"" royalty label"
Captain Marvel Movie - No Likeness,Genis-Vell ( Captain Marvel Movie ),1159087721,AUTO_RESOLVED,PRIMARY_ONLY,Genis-Vell ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Goose ( Captain Marvel Movie ),1159152576,AUTO_RESOLVED,PRIMARY_ONLY,Goose ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Grey Gargoyle ( Captain Marvel Movie ),1159087722,AUTO_RESOLVED,PRIMARY_ONLY,Grey Gargoyle ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Korath the Pursuer ( Captain Marvel Movie ),1159152584,AUTO_RESOLVED,PRIMARY_ONLY,Korath the Pursuer ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Kree ( Captain Marvel Movie ),1159087723,AUTO_RESOLVED,PRIMARY_ONLY,Kree ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Kree Sentry ( Captain Marvel Movie ),1159087724,AUTO_RESOLVED,PRIMARY_ONLY,Kree Sentry ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Minn-Erva ( Captain Marvel Movie ),1159152585,AUTO_RESOLVED,PRIMARY_ONLY,Minn-Erva ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Nick Fury ( Captain Marvel Movie ),1159087726,AUTO_RESOLVED,PRIMARY_ONLY,Nick Fury ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Nuro ( Captain Marvel Movie ),1159087725,AUTO_RESOLVED,PRIMARY_ONLY,Nuro ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,"Rambeau, Maria ( Captain Marvel Movie )",1159152577,AUTO_RESOLVED,PRIMARY_ONLY,"Rambeau, Maria ( Captain Marvel Movie )",CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,SHIELD logo ( Captain Marvel Movie ),1159152578,AUTO_RESOLVED,PRIMARY_ONLY,SHIELD logo ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Starforce ( Captain Marvel Movie ),1159152586,AUTO_RESOLVED,PRIMARY_ONLY,Starforce ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Talos ( Captain Marvel Movie ),1159152579,AUTO_RESOLVED,PRIMARY_ONLY,Talos ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - No Likeness,Yon-Rogg ( Captain Marvel Movie ),1159087727,AUTO_RESOLVED,PRIMARY_ONLY,Yon-Rogg ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - With Likeness,Captain Marvel ( Captain Marvel Movie ),518035507,AUTO_RESOLVED,PRIMARY_ONLY,Captain Marvel ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - With Likeness,Captain Marvel Movie - With Likeness,518035508,NON_CHARACTER_EXCLUDED,SELF_NAMED_GUIDE,,,,"Guide name, logo, or ""general"" royalty label"
Captain Marvel Movie - With Likeness,Captain Marvel Movie (General) ( Captain Marvel Movie ),518035506,NON_CHARACTER_EXCLUDED,GENERAL_ROYALTY_LABEL,,,,"Guide name, logo, or ""general"" royalty label"
Captain Marvel Movie - With Likeness,General Family Char (Marvel Universe) ( Captain Marvel Movie ),1159087720,NON_CHARACTER_EXCLUDED,GENERAL_ROYALTY_LABEL,,,,"Guide name, logo, or ""general"" royalty label"
Captain Marvel Movie - With Likeness,Genis-Vell ( Captain Marvel Movie ),1159087721,AUTO_RESOLVED,PRIMARY_ONLY,Genis-Vell ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - With Likeness,Grey Gargoyle ( Captain Marvel Movie ),1159087722,AUTO_RESOLVED,PRIMARY_ONLY,Grey Gargoyle ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - With Likeness,Kree ( Captain Marvel Movie ),1159087723,AUTO_RESOLVED,PRIMARY_ONLY,Kree ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - With Likeness,Kree Sentry ( Captain Marvel Movie ),1159087724,AUTO_RESOLVED,PRIMARY_ONLY,Kree Sentry ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - With Likeness,Nick Fury ( Captain Marvel Movie ),1159087726,AUTO_RESOLVED,PRIMARY_ONLY,Nick Fury ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - With Likeness,Nuro ( Captain Marvel Movie ),1159087725,AUTO_RESOLVED,PRIMARY_ONLY,Nuro ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - With Likeness,Samuel L. Jackson ( Captain Marvel Movie ) - With Likeness,1159372409,AUTO_RESOLVED,PRIMARY_ONLY,Samuel L. Jackson ( Captain Marvel Movie ) - With Likeness,CM,STYLE_GUIDE_CODE,
Captain Marvel Movie - With Likeness,Yon-Rogg ( Captain Marvel Movie ),1159087727,AUTO_RESOLVED,PRIMARY_ONLY,Yon-Rogg ( Captain Marvel Movie ),CM,STYLE_GUIDE_CODE,
Cars,Cars,518031634,NON_CHARACTER_EXCLUDED,SELF_NAMED_GUIDE,,,,"Guide name, logo, or ""general"" royalty label"
Cars,Cars -  Aric Almirolling Number 10,1159122633,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Aric Almirolling Number 10,CAR,STYLE_GUIDE_CODE,
Cars,Cars -  Bubba Wheelhouse Number 23,1159122631,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Bubba Wheelhouse Number 23,CAR,STYLE_GUIDE_CODE,
Cars,Cars -  Carstin Ace Dillon Number 3,1159122629,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Carstin Ace Dillon Number 3,CAR,STYLE_GUIDE_CODE,
Cars,Cars -  Chase Racelott Number 9,1159122630,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Chase Racelott Number 9,CAR,STYLE_GUIDE_CODE,
Cars,Cars -  Danny Swervez Number 99,1159122632,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Danny Swervez Number 99,CAR,STYLE_GUIDE_CODE,
Cars,Cars -  Gogo Logano Number 22,1159122636,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Gogo Logano Number 22,CAR,STYLE_GUIDE_CODE,
Cars,Cars -  Ryan Inside Laney Number 12,1159122637,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Ryan Inside Laney Number 12,CAR,STYLE_GUIDE_CODE,
Cars,Cars -  William Byrev Number 24,1159122635,AUTO_RESOLVED,PRIMARY_ONLY,Cars - William Byrev Number 24,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Bob Cutlass alone no name usage,518031957,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Bob Cutlass alone no name usage,CAR,STYLE_GUIDE_CODE,
Cars,Cars - DaimlerChrysler only grp wout King,518031688,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Darrell Cartrip alone,518031793,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Darrell Cartrip alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Doc Hudson alone,518031958,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Doc Hudson alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Dusteze alone,518031959,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Dusteze alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Ferrari car alone,518032017,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Ferrari car alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Ferrari car in a grp of 2,518032014,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Ferrari car in a grp of 3,518032015,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Fillmore alone,518031960,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Fillmore alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Flick alone,518031961,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Flick alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Flying VW Bug alone,518031962,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Flying VW Bug alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Ford only grp wout Mario,518031689,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - General Motors only grp,518031690,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,"Cars - Gnrc, Otr or Mxd Manuftr grp (wo King, Mario, Luigi w flg and Guido",518032016,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Guido w Ferrari flags alone,518031963,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Guido w Ferrari flags alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Guido w Ferrari Flags and Ferrari Car grp of 3,518032009,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Guido w Ferrari Flags and Ferrari Car grp of 4,518032010,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Guido w Ferrari Flags and Ferrari Car only,518032008,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Guido w Ferrari Flags and Ferrari Car only,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Guido w Ferrari Flags in a grp of 2,518032006,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Guido w Ferrari Flags in a grp of 3,518032007,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Kenworth Trucks alone,518031964,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Kenworth Trucks alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - King alone,518031794,AUTO_RESOLVED,PRIMARY_ONLY,Cars - King alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - King and Mario,518032002,AUTO_RESOLVED,PRIMARY_ONLY,Cars - King and Mario,CAR,STYLE_GUIDE_CODE,
Cars,Cars - King w DaimlerChrysler only grp,518031796,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - King w non-DaimlerChrysler only grp of 2,518031795,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - King w non-DaimlerChrysler only grp of 3,518031999,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - King w non-DaimlerChrysler only grp of 4,518032000,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - King w non-DaimlerChrysler only grp of 5,518032001,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,"Cars - King, Mario and Ferrari car grp of 4",518032004,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,"Cars - King, Mario and Ferrari car grp of 5",518032005,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,"Cars - King, Mario and Ferrari car only",518032003,NEEDS_HUMAN,MULTI_CHARACTER_LABEL+COMBINATION_UNCOVERED,,,,"Combination row naming characters that appear nowhere else under this licensor: king, mario, ferrari car only"
Cars,Cars - Lizzie alone,518031965,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Lizzie alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi (no flags) w Guido w Flags  in a grp of 3,518031987,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Luigi (no flags) w Guido w Flags only,518031986,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi (no flags) w Guido w Flags only,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi alone,518031966,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi in a mixed manufacturer grp,518031998,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Luigi w Ferrari car in a grp of 3,518031989,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Luigi w Ferrari car in a grp of 4,518031990,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Luigi w Ferrari car in a grp of 5,518031991,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Luigi w Ferrari car only,518031988,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi w Ferrari car only,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi w Ferrari flags alone,518031967,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi w Ferrari flags alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi w Ferrari Flags in a grp of 2,518031977,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Luigi w Ferrari Flags in a grp of 3,518031978,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Luigi w Flags w Guido w Flags and Ferrari car and King only,518031982,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi w Flags w Guido w Flags and Ferrari car and King only,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi w Flags w Guido w Flags and Ferrari car and Mario only,518031983,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi w Flags w Guido w Flags and Ferrari car and Mario only,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi w Flags w Guido w Flags and Ferrari car only,518031981,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi w Flags w Guido w Flags and Ferrari car only,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi w Flags w Guido w Flags and King only,518031984,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi w Flags w Guido w Flags and King only,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi w Flags w Guido w Flags and Mario only,518031985,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi w Flags w Guido w Flags and Mario only,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi w Flags w Guido w Flags and non-specialty car,518031980,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi w Flags w Guido w Flags and non-specialty car,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi w Flags w Guido w Flags only,518031979,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi w Flags w Guido w Flags only,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi w King in a grp of 3,518031993,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Luigi w King in a grp of 4,518031994,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Luigi w King in a grp of 5,518031995,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Luigi w King only,518031992,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi w King only,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Luigi w Mario in a grp,518031997,GROUPING_EXCLUDED,GROUPING_LABEL,,,,"Royalty grouping combination, not a character identity"
Cars,Cars - Luigi w Mario only,518031996,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Luigi w Mario only,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Mack alone,518031968,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Mack alone,CAR,STYLE_GUIDE_CODE,
Cars,Cars - Mario alone,518031969,AUTO_RESOLVED,PRIMARY_ONLY,Cars - Mario alone,CAR,STYLE_GUIDE_CODE,
