observation_key,resolved_licensor_id,resolved_licensor_name,normalized_observed_value,active_file_count,disposition,target_property_id,target_property_code,target_property_name,target_property_parent_licensor_id,reason,parent_evidence,evidence_reviewer,evidence_reviewed_at,owner_decision_status,owner_decision_reviewer,owner_decision_timestamp
88313675-0089-4072-87be-5b989df8a3fc|lord of the rings,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,lord of the rings,1006,exact_existing,abf71e62-7598-4b34-b07f-364eea7cac07,LR,LORD OF THE RINGS,88313675-0089-4072-87be-5b989df8a3fc,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 88313675-0089-4072-87be-5b989df8a3fc equals target Property parent 88313675-0089-4072-87be-5b989df8a3fc; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
88313675-0089-4072-87be-5b989df8a3fc|mortal kombat,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,mortal kombat,157,exact_existing,c0873079-36a4-4ab1-9aa0-1e8bedc6b274,MB,MORTAL KOMBAT,88313675-0089-4072-87be-5b989df8a3fc,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 88313675-0089-4072-87be-5b989df8a3fc equals target Property parent 88313675-0089-4072-87be-5b989df8a3fc; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
88313675-0089-4072-87be-5b989df8a3fc|seinfeld,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,seinfeld,360,exact_existing,9981838d-f7b5-491a-bf4b-7b994ba3ef41,SN,SEINFELD,88313675-0089-4072-87be-5b989df8a3fc,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 88313675-0089-4072-87be-5b989df8a3fc equals target Property parent 88313675-0089-4072-87be-5b989df8a3fc; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
88313675-0089-4072-87be-5b989df8a3fc|ted lasso,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,ted lasso,89,exact_existing,6035073f-3993-45b1-baa9-594db3b634da,TL,TED LASSO,88313675-0089-4072-87be-5b989df8a3fc,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 88313675-0089-4072-87be-5b989df8a3fc equals target Property parent 88313675-0089-4072-87be-5b989df8a3fc; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
88313675-0089-4072-87be-5b989df8a3fc|where the wild things are,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,where the wild things are,548,exact_existing,387bd16b-3cfe-4aec-b2d6-0550e7a3a54c,WT,WHERE THE WILD THINGS ARE,88313675-0089-4072-87be-5b989df8a3fc,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 88313675-0089-4072-87be-5b989df8a3fc equals target Property parent 88313675-0089-4072-87be-5b989df8a3fc; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
88313675-0089-4072-87be-5b989df8a3fc|wizard of oz,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,wizard of oz,424,exact_existing,1ed0a814-bc1e-4874-9850-9d6dcf297ad6,WZ,WIZARD OF OZ,88313675-0089-4072-87be-5b989df8a3fc,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor 88313675-0089-4072-87be-5b989df8a3fc equals target Property parent 88313675-0089-4072-87be-5b989df8a3fc; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
c70e095c-2baf-404e-a2a3-c198a259a3e6|diet coke,c70e095c-2baf-404e-a2a3-c198a259a3e6,COCA COLA,diet coke,8,exact_existing,f8d43f7d-3e49-402e-8fa4-09638bd56c69,CDC,DIET COKE,c70e095c-2baf-404e-a2a3-c198a259a3e6,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor c70e095c-2baf-404e-a2a3-c198a259a3e6 equals target Property parent c70e095c-2baf-404e-a2a3-c198a259a3e6; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
e5f1686c-700c-42f6-bbc6-98aaa9ce1634|sega,e5f1686c-700c-42f6-bbc6-98aaa9ce1634,SEGA,sega,104,exact_existing,30414503-8d60-4bd9-bf40-80378d2f518d,GA,SEGA,e5f1686c-700c-42f6-bbc6-98aaa9ce1634,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor e5f1686c-700c-42f6-bbc6-98aaa9ce1634 equals target Property parent e5f1686c-700c-42f6-bbc6-98aaa9ce1634; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
e90c3124-e66d-404f-b777-0dae9a5ee4f3|shaun the sheep,e90c3124-e66d-404f-b777-0dae9a5ee4f3,AARDMAN ANIMATIONS,shaun the sheep,2657,exact_existing,5fa35966-05b3-4096-8098-86651031e9de,SSE,SHAUN THE SHEEP,e90c3124-e66d-404f-b777-0dae9a5ee4f3,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor e90c3124-e66d-404f-b777-0dae9a5ee4f3 equals target Property parent e90c3124-e66d-404f-b777-0dae9a5ee4f3; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
f143c083-2dfd-48b9-ac9b-43d2290a4e4c|spider man,f143c083-2dfd-48b9-ac9b-43d2290a4e4c,MARVEL,spider man,1233,exact_existing,b8f98eb8-4d09-41f0-bc64-67cd8726f19a,SP,SPIDER MAN,f143c083-2dfd-48b9-ac9b-43d2290a4e4c,Observed value exactly matches this canonical Property name under the resolved Licensor.,PASS: resolved Licensor f143c083-2dfd-48b9-ac9b-43d2290a4e4c equals target Property parent f143c083-2dfd-48b9-ac9b-43d2290a4e4c; frozen PSG-2 evidence.,Codex PSG-4 evidence review,2026-07-28T16:35:58-04:00,pending_explicit_psg4_approval,Albert Hazan,recorded_from_explicit_approval_message
